YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS
1351,1.341864842,976.5294341,2525.45119,2.586149584,15.6,31.8,34.7,0.14
1352,0.4062,572.91125,8822.83325,15.4,21.4,1.7,47.69,1.07
1353,0.652533889,2145.41216,34444.40347,16.05491202,20.3,113.7,51.26,1.33
1354,0.63792924,823.0636634,15089.65159,18.33351691,19.9,132.3,50.22,0.54
1355,0.1236,32.25136,236.79288,7.342105263,16.9,1.6,50.32,0.55
1357,0.979254427,2503.343155,3130.267791,1.250434957,12.7,26.5,43.24,0.69
1358,0.448975904,274.1788257,640.9845535,2.3378339,15.1,31.2,38.91,0.36
1359,0.441621622,247.2942294,422.8103725,1.709746215,12.4,37.9,49.66,0.34
1360,0.4739,1255.82146,8176.58936,6.510948905,18.7,0.9,47.26,1.54
1361,0.374569672,933.4250076,4156.147018,4.45257732,17.3,44.7,43.12,1.73
1364,0.1854,14.42824,907.70604,62.91176471,25.3,5.8,49.19,0.1
1365,0.485404914,243.6575654,175.8755138,0.721814295,14,11.6,21.67,0.28
1367,0.466531605,32.20562421,882.2800255,27.39521581,22.8,147.1,47.25,0.04
1369,0.4056,694.60352,3422.75024,4.927631579,16.2,1.2,73.77,1.27
1370,0.5408,1274.96304,1105.88192,0.867383513,12.3,0.4,61.89,1.3
1371,0.32,658.5,17006.5,25.82611997,23.3,140.7,47.57,1.68
1372,0.491405959,157.4908133,379.0022825,2.406504065,14.5,35.9,40.46,0.17
1373,0.8124,2140.39643,11183.2276,5.2248394,15.3,1.5,56.92,0.85
1374,0.6093,1109.15618,19300.23419,17.40082645,19.3,2.8,53.56,0.83
1375,0.898256795,539.4504263,1305.1491,2.419405077,15,32.4,38.69,0.18
1376,0.178274648,37.16109775,121.2268362,3.262197393,14.8,46.1,47.32,0.31
1377,0.6102,418.31244,2633.98932,6.296703297,16.7,1.4,48.03,0.28
1378,0.189830508,144.2325768,131.8002873,0.913803873,12.9,18.6,38.55,1.11
1379,0.549787798,386.5722801,3300.943442,8.539007092,18,76.2,47.85,0.34
1380,0.634548803,379.5468189,342.1271173,0.901409524,12.3,20.2,39.48,0.25
1381,0.47137037,395.8170694,4235.908226,10.70168154,19.1,83.9,46.93,0.47
1383,0.26021093,12.27958798,56.23011328,4.579153094,15.8,53.8,44.02,0.05
1386,0.671979287,942.299273,2950.271087,3.130927903,13,62.2,48.68,0.56
1388,0.335460829,24.19729289,170.6752124,7.053483756,15.6,85.9,49.22,0.06
1389,0.954189944,1088.279819,26395.53414,24.25436333,19.1,190.2,49.59,0.32
1390,0.115300353,72.05598272,10336.80831,143.4552402,31,469.9,59.59,1.36
1391,0.516728972,219.7542667,4346.104952,19.77711294,21.2,125.1,47.64,0.22
1392,0.4746,174.67992,5309.3502,30.39473684,21.6,3.9,48.63,0.2
1393,0.477805531,157.2224551,10993.53691,69.92345277,24.9,322.7,54.96,0.19
1394,0.5432,3619.17185,227214.836,62.78089172,28.3,5.2,57.47,2.95
1395,0.258720421,23.25890001,41.83239482,1.798554309,14.8,25,33.09,0.09
1397,0.471484594,248.1311489,7229.017725,29.13385827,23.5,149.7,44.81,0.29
1398,0.268650043,20.65031832,306.0066354,14.81849484,18,129.5,47.74,0.08
1400,0.886221837,435.1875087,14672.49396,33.71533803,22.4,190,47.2,0.15
1403,0.750969744,325.909916,2214.033119,6.79338986,17.1,66.6,43.53,0.15
1404,0.55520654,350.4418336,27391.12067,78.16167491,27.3,309.7,76.6,0.31
1405,0.481337209,2266.349253,51397.30573,22.67845773,23.1,128.6,47.85,2.69
1406,0.470694577,101.6198338,19782.81771,194.6747695,33.2,543.8,54.26,0.12
1407,0.991858254,3102.234692,326757.5555,105.3297342,23.4,556.9,56.49,0.84
1409,0.168069767,187.522973,5885.296423,31.3844023,22.5,183.7,52.59,1.78
1411,0.130645161,76.08605619,1246.506556,16.38285145,22.4,94.8,43.34,1.16
1414,1.337623762,538.0492256,8909.945464,16.55972175,20.6,109.8,42.93,0.08
1415,0.12,362.1,2972.4,8.208782104,20.6,64,46.87,6.84
1417,0.559717314,250.8209617,1689.643272,6.736451613,17.7,61.5,41.61,0.21
1419,0.431121606,1682.582484,3418.688042,2.031810074,16.7,22.6,32.01,2.42
1420,1.246047619,183.7285737,2131.367268,11.60063035,18.5,97.5,46.5,0.03
1421,0.273640449,112.2963712,55.14593713,0.49107497,11.4,13.9,34.81,0.4
1422,0.638152069,371.4857445,250.8425837,0.675241479,11.6,18.4,37.16,0.24
1423,0.750693642,1241.920211,30390.24021,24.47036448,21.8,148.1,49.67,0.58
1424,0.339818731,57.89832513,101.5619792,1.754143646,14.3,26.8,35.7,0.13
1425,0.17304419,36.11837239,795.679883,22.02978236,20,157.1,56.18,0.32
1426,0.200148423,36.35459881,937.4077495,25.78512156,18,228.7,52.23,0.24
1427,0.204791289,35.74553707,338.7418882,9.476480589,20.4,64.4,41.7,0.23
1428,0.306513761,164.0315046,1998.953722,12.18640119,18.9,98.4,49.92,0.46
1429,0.584143337,208.0573639,1299.129839,6.244094488,17.9,55.8,40.17,0.16
1430,0.532228361,587.1174737,6399.247208,10.89943239,19.3,83.7,46.22,0.55
1432,0.507242647,174.8668955,828.3377676,4.73696159,14.3,71.8,57.51,0.18
1433,0.139954853,109.1877849,2310.086341,21.15700344,22.6,121.2,50.1,1.52
1434,1.169370229,1284.597206,10045.21653,7.819740293,13.7,131,50.89,0.25
1437,0.150944444,9.339649383,72.83420123,7.798387097,17.1,77.8,45.79,0.11
1438,0.301540698,20.11046258,594.891547,29.58119658,22.3,166.8,47.51,0.06
1439,0.693814655,344.2058366,337.0500423,0.979210712,12.2,22.6,39.94,0.19
1440,0.7656,284.9308,618.70688,2.171428571,14.4,0.7,38.6,0.13
1441,0.413128492,474.0976405,1230.378197,2.5952,15.3,33.9,38.93,0.75
1443,0.128515038,12.45323294,44.35067803,3.561378659,18.3,30.4,28.27,0.2
1444,0.260702875,110.7845625,2189.524343,19.76380368,20.1,139,58.91,0.44
1445,0.149377049,46.55723945,125.2335695,2.689883914,14.8,38.2,43.35,0.53
1446,0.751328935,1785.619579,58539.00258,32.78358015,21,213.2,61.81,0.85
1447,0.281596091,30.48864073,1390.243178,45.59872611,23.1,241.8,49.45,0.1
1451,0.694494624,190.4471222,2782.193389,14.60874471,17.1,144.7,50.73,0.1
1454,0.683189655,631.1264153,1478.160132,2.342098343,14.5,34.5,41.35,0.36
1455,0.167619512,18.58948169,45.36029297,2.440105309,15.2,31.7,38.99,0.18
1456,0.39183391,165.6549036,7171.113588,43.28947368,26.1,185.5,49.23,0.29
1457,0.263219178,228.2671418,9789.417097,42.88579172,22.6,243.1,59.14,0.89
1460,0.324247492,325.7083869,3897.600784,11.96653491,19.8,88,45.51,0.83
1462,0.133479532,87.80583085,1342.89088,15.29386906,20.5,106.5,50.04,1.29
1464,0.717865787,3968.983977,234940.0377,59.19400004,25.9,267.7,64.99,2.04
1465,0.654655335,378.0768132,552.321504,1.460871137,13.5,25.9,38.09,0.24
1466,0.332340053,34.32384373,6714.098577,195.6103352,22.9,1096.5,87.6,0.08
1467,0.7007,405.769,969.78791,2.39,14.2,0.7,41.55,0.24
1469,0.792630561,676.257894,3929.703107,5.810953398,16,67.3,46.7,0.29
1470,0.262429907,9.118353743,152.3781584,16.71114795,18.9,130.5,49.81,0.04
1471,1.374719536,2691.643494,18443.63154,6.852182163,15.8,82.5,47.85,0.38
1472,1.915099099,5515.221756,3768.62157,0.683312791,11,22,46.49,0.4
1475,0.4876,78.79984,8066.10736,102.3619764,40,215.6,40.56,0.09
1476,1.000893536,7032.498575,72668.95519,10.33330536,18,95.1,60.11,1.88
1477,0.311111111,74.32895984,523.5302761,7.043422607,17.6,65.3,41.9,0.2
1478,0.118193146,148.4628478,23719.84433,159.7695631,37.1,410.1,53.04,2.91
1479,0.576059757,1124.432273,20624.28668,18.34195547,21,119.4,48.69,0.89
1480,1.160539216,660.1941687,6065.873331,9.188014101,20.2,63.6,42.53,0.13
1481,0.498659112,573.7596771,12827.20795,22.35641238,22.8,124,45.04,0.6
1482,0.684878049,291.6330756,402.1013682,1.378792057,13.2,25.7,39.67,0.16
1483,0.166929134,17.8512307,281.7141903,15.78121951,19.9,111.9,49.02,0.17
1484,1.41863771,3534.979583,947.4634677,0.26802516,10.7,9.4,31.24,0.46
1486,0.414149798,1330.938486,7008.242097,5.265639374,16.8,56.6,50.02,2.02
1487,0.501385042,301.9660162,542.7947238,1.797535798,12.7,37.8,45.53,0.32
1490,0.36677116,209.5539549,3219.986341,15.36590585,19,122.3,51.04,0.41
1491,0.541544256,381.3311203,512.9526197,1.345163278,14,21.6,34.24,0.34
1493,0.196967213,41.05890218,109.6095875,2.669569367,15.1,35.9,39,0.28
1495,0.28086,53.4364236,97.4149924,1.823007339,14.4,27.5,36.62,0.18
1496,0.49,416.4234375,300.125,0.720720721,12.1,17.2,36.3,0.49
1500,0.49519403,2311.361295,87917.10561,38.03693772,26.4,168.6,50.99,2.48
1501,1.111702128,1383.983137,1138.849593,0.822878229,11.5,22.9,43.96,0.31
1503,0.351520533,73.96851593,84.64182527,1.144295302,15.1,15.2,23.4,0.16
1504,0.307624309,39.94628064,303.536284,7.598611914,17.5,71.3,44.25,0.11
1505,0.023225806,0.23975026,2.62226847,10.9375,17.8,101.6,46.99,0.12
1506,0.189883495,7.206283344,95.02564012,13.18649789,21.4,81,40.51,0.05
1507,0.237962963,35.39383524,231.4434321,6.539088814,16.2,73.6,52.43,0.17
1508,0.575,133.4027778,1347.916667,10.10411244,17.7,91.9,46.28,0.11
1509,0.249286432,60.22343921,836.9382906,13.89721845,18.4,117.8,48.99,0.26
1510,0.366563707,30.28273878,268.066123,8.852109613,18.7,72.5,42.55,0.06
1511,0.595835897,450.3328698,1913.637626,4.249384742,15.8,51,46.99,0.34
1513,0.252073171,78.42514872,735.6174896,9.37986732,18.8,75.6,45.54,0.33
1515,0.436410256,523.5682446,1452.076068,2.773422726,14.9,38.8,41.63,0.73
1517,0.672857143,475.5583619,4441.901739,9.340392462,17.8,84,45.76,0.28
1519,0.49976825,376.7972808,364.3434595,0.966948219,14.9,13.4,22.47,0.4
1520,0.763900081,255.3002082,3924.967166,15.37392857,18.5,127.5,51.41,0.12
1521,2.010802738,516.1276268,2488.878468,4.822215163,16,54.7,55.44,0.03
1522,0.487142857,335.3428571,2290.905896,6.831533301,17.1,68.5,44.46,0.38
1525,0.698360656,1077.782504,45499.09544,42.21547044,24.9,198.5,59.7,0.59
1526,0.94887338,379.3583079,18452.76888,48.64205817,25.5,215.6,49.67,0.11
1527,0.315172414,726.183979,5414.371378,7.455922376,18.3,66.4,43.74,1.94
1528,0.16964539,19.2249082,83.6490921,4.351078882,16.2,48.5,41.83,0.18
1529,0.293386953,32.16581174,122.3307526,3.803129657,15.9,44.3,39.55,0.1
1530,0.545776398,44.89329405,1005.893137,22.40631164,21.3,140.1,52.21,0.04
1531,1.2376,308.14336,1674.39664,5.433823529,15.2,1.3,48.89,0.05
1532,0.350128866,46.56390955,225.9599287,4.852683781,16.4,53.4,43.51,0.1
1533,0.3493,241.53097,4960.09992,20.53608247,20.1,2.9,48.44,0.48
1536,0.635488419,2395.998764,24158.50427,10.08285339,20,74.1,43.9,1.57
1537,0.038571429,2.261387755,10.05722449,4.447368421,14.3,68.1,52.02,0.37
1538,1.239963504,1321.574824,14666.26886,11.0975698,16.5,117.4,61.69,0.23
1539,0.908364312,3868.90869,11148.95956,2.881680715,14.3,44.8,47.48,1.26
1540,0.315102041,204.8462291,6457.651708,31.52438655,24.5,151.9,47.2,0.56
1541,0.180483559,8.086322669,219.6696239,27.16557734,23.5,138.9,44.9,0.07
1542,1.045504587,671.4088339,7541.816196,11.23282241,19,87.5,52.63,0.16
1543,0.484210526,983.6214329,19938.27698,20.27027504,22.1,120.9,49.17,1.14
1545,0.123755459,10.14985984,38.87758815,3.830357143,15,52,52.1,0.18
1546,0.039677419,9.44578564,390.6007284,41.35185185,26.3,181.6,49.99,2.04
1547,0.07483871,2.955994913,41.53950746,14.05263158,19.4,107.9,49.04,0.14
1548,0.505715706,1875.206267,114004.4247,60.79567178,25.7,279,65.61,1.95
1552,0.857209302,923.2167793,35748.98409,38.72219926,22.7,214.2,52.81,0.33
1555,0.347503201,159.8896323,75.66050944,0.4732046,13.2,9,20.01,0.36
1556,0.846856404,522.9363366,888.0279163,1.698156839,11.7,44.6,47.63,0.19
1557,0.743355007,166.9301907,1592.611051,9.54058127,15.2,125.5,54.35,0.08
1558,0.028337531,0.305217342,1.562061811,5.117867166,16.1,57.4,43.36,0.1
1559,0.936739659,1186.688847,33747.17044,28.43809524,21.6,173.9,48.83,0.36
1560,0.395448852,3925.806584,27876.20541,7.100758739,19.3,63.5,48.51,6.73
1561,1.598498769,944.9250591,3895.467423,4.122514675,14.4,61.4,48.65,0.1
1562,0.4056,138.80646,704.31426,5.074074074,15.8,1.4,48.13,0.22
1563,0.230978261,207.7486265,933.6844282,4.494298921,16.4,50,42.72,1.05
1564,0.617714908,2199.999373,11849.21749,5.386009485,16.5,59.9,55.04,1.52
1565,0.35679668,1484.219933,100308.0113,67.58298352,34.8,191.9,47.43,3.04
1566,0.024923077,0.871952663,5.615621302,6.440282302,17.1,64,44.5,0.37
1568,0.124656085,42.4367011,270.918009,6.384049702,15.7,78.3,49.49,0.73
1569,0.754427861,2274.361065,57280.63932,25.18537633,22.3,146.6,55.75,1.07
1570,0.707936508,3907.82151,466271.1767,119.3174191,29.1,443,65.29,2.07
1571,0.1725,24.334,245.85275,10.10326087,18.4,84.9,47.92,0.21
1572,0.478648649,136.4039445,895.3199416,6.563739377,16.5,70.7,46.15,0.16
1573,0.436531027,273.1149226,6481.777969,23.73278585,21.7,143.5,48.36,0.38
1574,0.186567164,6.613388282,34.45923368,5.210526316,16,60.9,43.99,0.05
1575,0.152206304,8.761061896,285.7101625,32.61136217,22.2,187.9,56.16,0.1
1576,0.736389589,471.0122428,3899.158953,8.278253937,17,84.7,47.71,0.23
1577,0.318333333,69.99698045,23.00392275,0.328641644,12.3,7.6,19,0.18
1578,0.372557252,590.9275217,6954.20803,11.76829268,18.9,95.7,50.26,1.16
1579,0.478563773,323.3808779,9172.290939,28.36373938,21.6,172.5,53.64,0.38
1580,1.748756906,245.4383587,12312.35629,50.16475973,27.1,199,46.61,0.02
1581,0.038956522,0.296506304,0.838517084,2.827990747,14.9,38.4,41.63,0.05
1582,0.731770624,1453.677968,1499.873113,1.031778115,12.5,22.8,48.12,0.72
1586,0.502951629,131.2535882,171.2887042,1.305021117,13.9,21.7,33.03,0.14
1587,0.829799331,752.7127675,3054.980427,4.058627087,15.3,52.5,45.08,0.29
1588,0.231504425,1.116547889,58.06049025,52,26.4,256,49.13,0.01
1589,0.415426829,370.6392633,7083.845093,19.11250587,21.1,123.4,46.53,0.57
1590,0.390429338,57.49729584,405.6726649,7.055508594,16.1,80.5,46.96,0.1
1591,0.196903226,22.683314,71.55180801,3.154380706,15,42.4,41.58,0.16
1592,0.44078853,1030.483584,24604.25078,23.87641215,25.1,112.5,44.8,1.41
1593,0.338966292,56.18572592,751.1820997,13.36962525,20,94.1,44.17,0.13
1594,0.47184598,887.8488361,18698.16606,21.06007836,20.8,141,50.29,1.07
1595,0.591295181,2642.436332,38435.46588,14.54546526,20,108.1,49.04,2.03
1596,1.115728477,510.2708533,6805.493948,13.33702269,18.2,114,47.52,0.11
1597,1.28057775,1953.570079,12913.7221,6.610319355,15.6,81.8,49.71,0.32
1598,0.6453125,437.2496338,1397.732831,3.19664723,15,42.7,42.05,0.28
1599,1.261210571,469.7600388,6343.595891,13.50390703,20.2,93.9,42.32,0.08
1600,1.06193133,368.9388698,8571.682904,23.23334191,23.6,118.5,42.13,0.09
1601,1.028343023,938.9828843,3061.609394,3.26055932,15.5,40.3,38.79,0.24
1602,0.16380789,12.26805898,52.06680151,4.244094488,16.1,48,40.83,0.12
1603,0.631760204,1060.575377,95875.65509,90.39966153,26,393.1,53.55,0.71
1604,0.33218543,189.9997593,522.1694034,2.7482635,15.2,36,40.33,0.46
1605,1.053384175,1461.150526,3384.992153,2.316662173,14,37.1,43.74,0.35
1606,1.639827214,788.7499928,4349.39019,5.514282383,16.4,60.6,42.07,0.08
1607,0.813730853,188.5202497,1850.559495,9.816237239,18.2,85.1,45.17,0.07
1608,0.795268615,9304.896565,21181.15505,2.27634503,15.2,32.4,42.49,3.95
1609,0.380392157,68.91251442,933.1224721,13.54068241,17.5,127.7,51.55,0.13
1611,0.728840461,453.7087912,7935.872074,17.49111374,18.8,140.6,49.53,0.23
1612,0.732987013,616.8972845,5408.652791,8.767509482,17.3,85.5,45.12,0.3
1613,1.626984,5715.435292,543.0356369,0.095012122,8.9,6.2,36.71,0.57
1616,0.135673432,6.901565798,14.92389869,2.162393162,14,34.7,41.52,0.1
1617,0.118644068,14.67681701,134.0735421,9.135055784,17.3,89,49.34,0.28
1618,0.180726016,26.2548379,44.55793304,1.697132285,13.7,28.9,41.75,0.21
1619,0.874964539,482.6968462,1625.941341,3.368452381,15.2,43.8,43.91,0.17
1620,0.635967957,522.6254488,58989.41228,112.8712971,29.9,383.1,58.21,0.35
1621,0.65619137,287.459957,12850.26958,44.70281606,22.3,256.1,54.76,0.18
1622,0.304591265,73.20593543,805.5370939,11.00371287,18.9,89,50.04,0.21
1623,0.694565217,3172.5319,30868.13918,9.729812072,13.7,170.4,61.2,1.76
1625,1.158708415,538.271517,3567.054706,6.626868771,17.3,64.3,43.04,0.11
1627,0.012518766,0.141959208,3.26549592,23.0030581,22.9,123.9,44.36,0.25
1628,0.274466357,51.46192931,402.0868993,7.813288478,17.2,76.7,46.07,0.18
1630,0.280455696,17.71798821,110.5477763,6.239296188,17.1,61.9,44.19,0.06
1631,0.972842942,357.532038,753.3253785,2.107015032,14.7,29.9,37.13,0.1
1633,0.850488346,472.3883726,2104.150953,4.454281848,16,51.6,41.6,0.17
1634,0.15895,222.4902625,13667.72107,61.43064833,30.1,216.7,47.36,2.44
1635,0.211343612,10.70568272,18.86301888,1.76196319,13,35.8,45.07,0.06
1636,0.673628866,818.5532939,8268.979301,10.10194371,18.3,86.7,47.27,0.48
1637,0.556390424,34.55025708,854.9707902,24.74571429,23.3,126.6,43.34,0.03
1638,0.163941871,5.673192812,114.3810969,20.16167979,20.4,136.1,48.8,0.06
1639,1.045851064,732.5722952,10896.24194,14.87394761,15.6,182.4,51.55,0.18
1640,0.277014011,15.78207572,43.51592859,2.75730071,15.8,32.7,35.86,0.05
1641,0.076606684,6.968233094,10.87489509,1.560638823,13.5,27.7,39.83,0.31
1643,0.138541667,42.01090495,307.8841146,7.328671329,16.9,75.3,51.97,0.58
1645,1.699231614,294.1749395,6127.590024,20.82974856,18.1,179.3,56.53,0.03
1647,0.619461207,456.9054441,1185.902568,2.595509822,13.7,44.4,45.43,0.31
1648,2.317765452,4063.643599,5804.97482,1.42851475,13.5,25.2,38.94,0.2
1650,0.460300429,270.1001432,1657.382617,6.136178224,17.5,57.8,44.54,0.34
1651,0.189038282,24.12366995,45.54714269,1.888068556,13.6,33,43.08,0.18
1653,0.939807187,2590.293452,2731.366116,1.054462039,11.9,26.7,51.16,0.78
1654,1.007476341,1127.948678,3909.333599,3.465878967,14.9,47.9,42.31,0.3
1656,0.314363636,65.49315702,1249.632826,19.08035714,20,135.6,47.7,0.17
1657,1.37017257,1989.216096,1112.849482,0.559441221,11.1,17.1,42.8,0.28
1658,0.021628499,0.456785088,27.43675906,60.0649185,23.1,318.4,55.16,0.26
1659,1.276307692,1686.735905,20949.18596,12.41995614,16.6,131.6,53.32,0.27
1660,1.11496759,546.7721213,1841.758724,3.368421053,14.6,48.1,44.84,0.12
1661,1.077145946,482.5419757,2683.665456,5.561517114,16.4,61.3,42.66,0.11
1662,1.501001076,7253.352889,1372.69191,0.189249294,10.7,6.6,28.69,0.85
1663,1.052775991,2018.403779,3175.866987,1.573454736,13.3,29,46.46,0.48
1664,0.838230852,158.6000673,854.1539092,5.385583524,15.9,63.1,43.83,0.06
1665,0.626,31.35008,8538.97804,272.375,38.8,595.4,55.8,0.02
1666,0.524772234,1631.415565,77912.16769,47.75740123,23.5,256,54.15,1.59
1667,0.345852761,132.9019548,337.392054,2.538653812,15,34.6,39.04,0.29
1668,0.89118232,1714.068249,6977.97454,4.071001573,14.2,63.5,60.25,0.57
1669,1.211088608,440.316323,3922.473799,8.908308854,20,63.4,36.88,0.08
1670,0.282335279,9.077352617,78.09603583,8.603393425,18.2,75.4,42.95,0.03
1671,0.8118,164.75481,2711.33533,16.45679012,17.1,4.5,62.4,0.06
1672,0.425843694,8.917867362,214.0578022,24.00325027,23.8,123.7,42.68,0.01
1673,1.025926773,1043.608372,406.8895926,0.389887245,11.6,10.6,28.52,0.27
1675,0.56231405,180.8857079,3465.866959,19.16053512,21.4,117.9,44.87,0.15
1676,0.3115,122.7755,1297.06375,10.56451613,18.4,2.2,52.7,0.39
1677,1.487164179,2390.997411,4659.518646,1.948776115,13.4,35.3,44.14,0.29
1678,1.013303269,306.0889283,729.3041795,2.382654556,15.6,29.1,33,0.08
1679,0.011811414,0.28432907,5.282642109,18.57932466,22.5,104.8,42.58,0.54
1680,0.77459069,611.9477211,1966.745366,3.213910761,15.8,38.1,40.22,0.27
1681,0.798759494,521.4035462,9294.553038,17.82602574,20.4,121.3,46.69,0.22
1683,0.449403974,407.4383306,3217.381032,7.896608616,19.7,58,37.77,0.54
1685,0.560420168,1770.840979,91890.20376,51.89071456,25.9,232.9,51.33,1.52
1687,0.727322275,281.888645,5926.530515,21.02436767,22.3,120.3,46.06,0.14
1688,0.949287554,522.1488965,2404.622783,4.605243446,15.8,54.5,46.09,0.15
1689,0.854903704,762.4822071,8458.848746,11.093831,17.7,101.1,47.62,0.28
1691,1.634713043,1814.568285,4337.35315,2.390294808,14.8,33.5,42.15,0.18
1694,0.325416667,78.37690972,125.6635417,1.603323506,13.7,27.2,39.27,0.2
1695,1.332988299,263.6281758,5549.743584,21.05140533,26.2,89.1,34.91,0.04
1697,0.628386555,87.38621538,719.0326353,8.228215768,19.3,62.6,40.88,0.06
1699,0.369258517,99.25722638,75.1478982,0.75710254,12.8,15.4,26.94,0.19
1701,0.536815068,169.1415779,10460.70147,61.84583115,24.1,305.6,52.99,0.16
1702,0.366578631,105.0363498,179.0979954,1.705104907,13.5,30.2,37.38,0.21
1704,0.953776868,791.1201877,2503.678922,3.164726373,15.8,37.6,38.08,0.23
1708,0.657569677,678.7405261,3999.2544,5.892169755,16.4,65.2,46.31,0.41
1711,1.024225352,509.7668148,1041.37421,2.042844257,15.4,25.8,31.42,0.13
1713,0.318012821,83.98601249,660.1565294,7.860315186,18.8,63.1,41,0.22
1714,0.654946004,632.5494848,455.5815318,0.720230658,11.2,21.7,45.65,0.39
1715,0.580723982,1064.535464,4571.870126,4.294709082,16.4,47.5,41.83,0.85
1716,0.297619048,36.21819098,153.9273117,4.25,14.5,63,52.38,0.11
1717,0.567247387,97.33530333,3274.988842,33.64646465,22.4,189.9,48.77,0.08
1719,0.794219457,176.9263563,534.1125848,3.018841262,14.3,45.9,44.82,0.07
1720,0.49312009,989.9831431,5142.960697,5.194998251,17,53.8,46.82,1.08
1722,0.207184987,109.9908143,4952.117405,45.02300885,24,226.4,56.39,0.67
1723,0.886956522,285.1176161,4398.230165,15.42602041,19.6,113.7,46.2,0.1
1724,0.154608696,20.00117958,63.41837429,3.170731707,15.9,36.6,37.77,0.24
1725,0.496329412,477.3386696,4074.611293,8.536101415,17.4,82.1,53.03,0.52
1726,0.607327081,59.10269018,7717.920869,130.5849335,23.9,653.1,130.82,0.04
1728,0.184197861,38.75050187,47.32998513,1.221403152,13.3,22.4,36.76,0.3
1729,1.016847729,463.4552208,13464.3875,29.05218647,23.1,155.5,49.39,0.12
1731,1.195178026,1935.875464,1965.8194,1.015467904,13.3,18.7,32.51,0.36
1732,0.732634315,1088.081428,66587.7951,61.19743739,24.7,291.8,60.1,0.54
1735,1.662713915,2535.256563,554.9741831,0.218902572,10.1,9.1,33.23,0.24
1737,0.048351648,3.086004106,78.45931651,25.42424242,19.1,200.3,60.2,0.32
1738,0.973190349,904.8708593,3158.544309,3.490602307,13.8,58.8,48.22,0.25
1739,0.293137255,35.8532103,210.9153787,5.882747372,17.5,55.6,38.83,0.11
1740,0.841591727,71.56289869,2400.592141,33.54520548,26.5,143,41.93,0.03
1741,0.893501805,1125.667121,31370.6405,27.86848787,19.4,211.2,52.38,0.37
1743,1.553092182,1019.139518,815.0150657,0.79970902,14.2,12.3,22.04,0.11
1744,0.592434555,807.7886599,6373.550623,7.890121439,18.1,69.5,47.99,0.61
1745,0.611959686,162.8312401,1537.267901,9.440865892,18,84,45.19,0.12
1746,0.816254417,577.5106444,5217.519728,9.034499673,17.6,84.3,50.81,0.23
1750,0.287796178,121.772956,762.7087934,6.263367652,16.1,72.2,46.74,0.39
1751,0.6996,271.9112,4228.21916,15.55,18.4,131.4,51.3,0.14
1752,0.46361413,1086.269137,68612.04357,63.16302401,25.1,297.9,56.02,1.32
1754,0.292285714,285.0545657,7126.459066,25.000333,20,180.7,61.47,0.89
1755,1.570774443,1365.862556,810.9600546,0.593734744,11.4,17,41.96,0.15
1756,0.257560503,11.14676358,176.6891915,15.85116525,19.6,116.1,48.62,0.04
1757,0.631125,560.1700547,12219.13223,21.81325498,23.1,117.4,63.09,0.38
1758,0.265106589,60.48551253,184.1894771,3.045183374,14.7,43.4,46.8,0.23
1759,0.220134048,14.83999597,302.571029,20.38888889,22.5,113.1,43.58,0.08
1760,0.134307692,10.24411834,72.82231953,7.108695652,16.3,79.7,52.91,0.16
1761,0.114885496,9.158265835,176.161937,19.23529412,20.1,134.7,49.32,0.2
1766,0.691683849,479.6496971,876.7367414,1.827868852,14.7,25.6,39.32,0.26
1767,0.712478754,60.45451111,2364.656345,39.11463845,24,191.9,47.5,0.03
1768,0.036,0.828,23.976,28.95652174,20.6,196.4,55.23,0.18
1769,1.097109827,1425.439394,1545.403768,1.084159575,13,21.1,37.03,0.31
1770,0.835164835,286.6535174,1159.763314,4.04587156,17.4,38.1,33.32,0.11
1771,0.869867841,123.4026113,3594.089376,29.12490537,22.5,162.9,47.54,0.04
1772,0.896836983,635.8779785,1594.195554,2.507077786,14.5,36.5,39.55,0.21
1774,0.881409478,351.9281177,9196.929055,26.13297601,20.8,170.9,66.5,0.12
1776,0.2736,35.0892,141.52644,4.033333333,15.5,50.2,44.01,0.13
1778,0.342439024,135.7227841,74.30822427,0.5475,12.7,11.4,28.1,0.3
1780,0.679271071,26.09159095,1516.581898,58.12531328,29.4,194.6,48.24,0.01
1781,0.429923664,38.76175048,4010.027201,103.453202,31.5,317.7,49.12,0.06
1782,0.485627907,340.4445538,8534.957558,25.07003699,21.4,155.9,48.96,0.39
1783,1.159071782,972.7921475,851.6437593,0.875463234,12.9,17.3,30.51,0.19
1785,0.545732484,445.4063451,975.2404601,2.189552239,14.7,31.3,38.65,0.39
1786,0.88094959,107.4032302,2290.724298,21.32826261,21.8,128.2,44.04,0.04
1787,1.210830325,477.8667779,34322.18223,71.82374631,24.3,351.1,71.27,0.09
1788,0.798795181,407.8373058,1345.562839,3.299263751,14,53.3,52.1,0.17
1790,0.510845547,577.2526371,15942.66829,27.61818182,19.5,208.4,54.31,0.59
1791,0.370929412,1989.428438,28007.34806,14.07808771,24,76.6,41.25,3.75
1792,0.397608889,545.8481718,5146.340077,9.428152998,20,67.7,39.64,0.91
1793,0.919155629,1131.931027,9289.734204,8.206979035,19,65.2,44.5,0.36
1794,1.463236515,436.9102802,56521.50392,129.3663859,27.7,495.1,52.52,0.05
1795,0.5756974,3164.825108,65559.61145,20.71508194,25.3,99.4,47.51,2.57
