YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS
4944,0.37338403,522.5472238,20547.86038,39.32249458,20.3,274.9,64.27,1
4945,0.4,200.5,25783.4,128.5955112,31.1,408.3,55.88,0.33
4946,0.350500472,24.13771718,83.40101259,3.45521542,17.5,32.4,29.35,0.05
4948,0.58,6026.9,412739.2,68.48283529,21.2,480.4,72.46,4.76
4949,0.700982949,122.6827427,2356.493999,19.2080316,21.2,120.1,45.06,0.07
4951,0.306376812,85.97428103,337.0774173,3.920677362,15.7,48.1,43.49,0.25
4953,0.091584967,3.460144336,203.3473757,58.76846629,25.2,265.8,48.49,0.11
4954,0.32,1723.6,18937.7,10.98729404,23.2,64.4,42.43,4.5
4956,0.440264026,9.435131632,628.8561034,66.65048544,29.2,247.6,54.51,0.01
4957,0.55,317.3,1598.5,5.037819099,17.7,45.5,37.36,0.27
4960,0.179746032,969.4380731,11349.45997,11.70725628,24.1,69.9,57.36,8.38
4962,0.160302013,190.7249054,8760.008243,45.93006993,27,193.6,47.17,2.06
4963,0.433910035,143.3479604,2997.372786,20.90976934,21.5,126.7,53.28,0.2
4965,0.59,1030.6,3425.7,3.323986028,13.9,73.8,51.31,0.8
4966,0.417412731,297.3030033,2423.068863,8.150166113,17.5,77,46.34,0.45
4968,0.322259136,676.0696902,24284.50635,35.92012289,23.2,197.3,56.55,1.78
4969,0.382105263,785.8897343,507.0318281,0.645169171,12.2,15.5,35.77,1.41
4971,0.307267606,183.8001246,726.8956175,3.954815696,14.5,58.5,53.33,0.52
4973,0.193333333,70.60246914,518.6272613,7.345738295,17.1,73.7,48.26,0.48
4974,0.30745098,74.39108035,518.3261822,6.967585089,15.2,91.1,54.48,0.21
4975,0.506370968,369.1605737,3451.030249,9.348317493,16.7,98.3,52.6,0.38
4976,0.42194,49.3776152,2140.543005,43.35047361,25.6,190.7,49.28,0.07
4977,0.374995383,378.1104203,107.390947,0.284020067,11.4,8.2,24.06,0.71
4978,0.38,8.4,602.7,71.75,33.8,223.1,41.46,0.02
4983,0.326869806,594.2228681,10753.10899,18.09608746,19.3,143.2,61.65,1.47
4984,0.3502,306.38792,39.14721,0.127770083,9.8,5.8,24.83,0.65
4985,0.247368421,505.9710254,7648.213949,15.1159129,21.3,99.1,52.19,2.12
4986,0.536171429,87.90704653,3151.586411,35.85135135,22.6,199.4,52.34,0.08
4989,0.170594406,824.3344833,12089.90342,14.66625947,27.6,67.8,40.26,7.7
4990,0.685010684,898.6819276,376.5287765,0.418978912,11.3,12.3,36.19,0.51
4991,0.490856531,401.1262132,94.67210267,0.236015747,10.7,8.3,29.4,0.45
4992,0.188590604,229.6701308,538.119873,2.343012002,14.8,34.3,44.44,1.8
4993,0.479208145,562.9852245,2133.921146,3.79036794,16.7,40.1,38.51,0.65
4997,0.471509434,512.0696244,3284.530269,6.414225941,16.2,73.2,47.82,0.61
4998,0.471805556,564.0255594,792.163966,1.404482391,13.7,24,40.16,0.67
4999,0.222631579,46.64600277,1836.321507,39.36717828,20.3,268.5,54.88,0.25
5000,0.246206897,76.82468787,2477.964521,32.25479452,21.6,196.9,51.33,0.33
5004,1.249642147,562.2267441,4112.136747,7.314018391,16.1,83.3,46.3,0.1
5005,1.619358974,3325.709757,126502.0994,38.03762463,16.8,392.6,52.22,0.34
5007,0.127037037,22.56083676,723.2641975,32.05839416,22.1,188,56.92,0.38
5008,0.212210526,59.6806205,197.1930416,3.304138595,14.8,46.7,44.19,0.34
5011,0.343753846,55.8100374,341.9796866,6.127565982,17,61.6,42.1,0.13
5014,1.057735334,2014.902352,160922.2105,79.86600955,24.1,397.8,54.68,0.48
5015,0.291967213,193.061939,7766.991514,40.23056826,21.2,257.2,62.43,0.6
5016,0.293856655,37.22719193,76.56520402,2.056701031,14.3,32,40.35,0.11
5017,0.24,40.89375,513.16875,12.54883081,17.8,113.6,49.84,0.18
5019,0.15,4.8,16.9,3.520833333,16.1,51.7,37.04,0.06
5023,0.454634146,757.0740021,1961.024211,2.590267537,15.3,34.1,42.17,0.98
5024,0.271894737,34.62464197,240.4900997,6.945634267,15.9,82.2,52.5,0.12
5026,0.407215686,1377.689061,5792.833679,4.204746806,13.7,74.3,55.58,2.19
5028,0.252234637,509.5555694,2554.702725,5.013590034,18.3,44.9,40.77,2.21
5030,0.628954424,519.5362577,1780.354635,3.426814988,15.6,42.4,42.79,0.35
5032,0.344005102,244.6996531,1584.004598,6.473260495,16.7,68.4,53.34,0.57
5033,0.315568513,106.8990778,93.27378898,0.872540633,11.7,23.1,46.17,0.29
5034,0.3091875,377.4258633,169.7754814,0.449824715,11,14.5,37.85,1.03
5035,0.200912779,34.73118836,184.8925027,5.323529412,17.1,52.7,42.47,0.23
5037,0.483672131,204.0110218,780.6334394,3.826427772,14.8,53.3,50.87,0.23
5039,0.172049689,62.03074041,1713.048295,27.61611877,21.4,172.7,49.63,0.55
5041,1.054010695,468.51052,1837.372727,3.921732059,16,45,39.54,0.11
5042,0.159336283,64.59681651,314.4212487,4.86744186,18,43.6,35.82,0.68
5043,0.193544304,170.656966,2784.688271,16.31746032,20.3,115.3,48.19,1.17
5044,0.19727003,245.1809393,4260.229951,17.37586112,20.1,126.6,53.75,1.7
5046,0.476770642,577.2998879,12329.64186,21.35742984,22.2,124.3,46.98,0.67
5048,0.283050847,16.70496984,122.737719,7.347377472,17.9,66.2,43.04,0.06
5049,0.320117763,133.3853032,734.6648347,5.507839448,14,89.2,48.86,0.34
5050,1.902028986,2275.154211,13566.42848,5.962861073,16,68.9,44.73,0.16
5051,0.357491289,26.82222681,1181.95298,44.06617647,23.3,231.1,52.42,0.05
5052,0.531032064,163.1150021,4377.957189,26.83969672,20.3,182.4,68.43,0.15
5053,0.207640232,17.14584214,392.2102948,22.87495077,20.2,159.3,48.63,0.11
5054,0.490398671,888.7581241,217.0422832,0.244208494,11.9,6.2,17.76,0.99
5055,0.300461538,42.25983284,741.3318905,17.54223433,20.3,120.4,46.39,0.13
5056,0.283278689,26.30312282,105.5691438,4.013559322,15.1,53.6,44.74,0.09
5057,0.717578475,52.04812634,4631.091303,88.97709924,23.5,456,53.08,0.03
5058,0.430577849,35.31892747,285.0161609,8.069785276,17.7,74.2,44.75,0.05
5059,0.210044444,20.30374716,136.630479,6.729323308,16.7,71.2,46.29,0.13
5060,0.327142857,293.7657018,2641.434168,8.991635688,16.8,94.6,59.87,0.74
5061,0.3179,13.27055889,325.2678944,24.51048951,24.6,115.6,40.44,0.03
5062,0.196319218,114.4001751,3793.034376,33.15584416,24,167.3,55.94,0.82
5063,0.192197531,7.507341767,70.55016573,9.39748954,19,74.2,42.93,0.05
5064,0.698315098,745.6925856,2266.101099,3.038921323,15.3,39.4,39.85,0.41
5065,0.242922374,42.33773274,248.3050812,5.864864865,15.9,69.3,46.5,0.19
5066,0.82725137,748.3433934,6023.675228,8.049346438,20.5,54.3,39.94,0.29
5067,0.162524272,98.40082006,1348.425488,13.70339685,19.4,105.6,52.87,0.95
5068,0.228225176,65.34345355,423.8796903,6.486949606,16.7,68.2,45.52,0.34
5069,1.520035336,2419.880554,55572.18475,22.9648462,17.4,216.9,80.86,0.28
5070,0.390653595,145.7596907,1150.147956,7.890713477,13.7,132.8,51.92,0.26
5073,1.557054264,1032.993519,15710.85187,15.20905172,19.5,112.3,49.86,0.11
5075,0.447985481,93.82554603,2807.127623,29.91858553,23.9,149.2,44.55,0.12
5076,0.237582781,145.0425573,2426.437353,16.72914072,20.2,118.1,47.08,0.66
5077,0.648525214,353.7390537,18691.90018,52.84092888,25.6,233.3,52.38,0.22
5078,0.316833667,113.1486119,2300.746332,20.33384497,21,131.4,47.19,0.3
5079,0.347685098,97.76183907,829.7780219,8.487749717,17.7,78.1,44.35,0.22
5080,0.22,43.8,504,11.50684932,20.6,45.2,40.97,0.24
5081,0.17,48.9,320.1,6.54601227,16.6,0.8,48.26,0.46
5082,0.11,14.6,155.2,10.63013699,18.6,1,45.19,0.32
5083,0.60795053,117.7741013,955.183858,8.11030479,17.1,80.2,44.76,0.08
5084,0.403097015,89.41603503,810.6199209,9.065710872,17.4,86.4,44.71,0.14
5085,0.413432836,208.5305859,773.2297032,3.707991803,13.3,68.1,47.83,0.32
5086,0.305437262,27.17778918,93.51378074,3.440816327,16.1,39.2,37.39,0.08
5087,0.272900763,88.35622924,1504.149124,17.02369077,18.7,139,52.75,0.31
5088,0.205147059,240.5175795,1877.531149,7.806211724,19.3,61.8,45.18,1.54
5089,1.097225064,888.7833975,8509.886066,9.574758135,19.6,70.9,40.11,0.2
5090,0.51,49.2,1207.7,24.54674797,17.4,238.3,50.84,0.05
5091,0.11,2.2,34.2,15.54545455,22.7,86.9,43.38,0.05
5093,0.769179979,187.335555,1391.864364,7.429792831,19.6,54.9,35.36,0.08
5094,1.314864865,1420.069394,4871.008035,3.430119723,14,54.8,45.36,0.22
5095,1.111844987,548.9703702,2636.394306,4.802434611,15.4,62.6,44.79,0.12
5096,0.874512535,261.0994919,504.9041989,1.933761706,13.9,31.8,40.02,0.09
5099,0.190113452,9.824926909,129.0497146,13.13492872,20.7,86.4,42.03,0.07
5100,0.209848485,5.284366391,139.4852545,26.39583333,21,168.8,48.32,0.03
5101,0.577627119,246.3471968,1734.43997,7.040632054,13.2,133.9,106.9,0.19
5102,0.517729258,140.564276,368.4607998,2.621297602,15.8,31,35.55,0.14
5103,0.33484058,138.2648956,1311.546287,9.485750386,18,84.8,51.23,0.33
5104,0.168952096,73.53649288,502.024939,6.82688172,17.4,65.8,46.93,0.7
5105,0.244958678,5.148336862,230.0773991,44.68965517,30.3,145.9,41.08,0.02
5107,0.276449704,43.28727986,266.7392038,6.162068966,18.2,53,38.32,0.15
5108,0.277469136,577.2982396,3260.94193,5.648626145,17,59.8,45.26,2.03
5110,0.681320755,1411.118931,16528.21676,11.71284461,18.1,104.4,55.2,0.81
5111,1.787933579,994.604827,7008.803915,7.046822742,16.7,73.8,44.52,0.08
5113,0.587737226,376.1245245,5465.5818,14.5313093,19.4,110.1,47.46,0.3
5115,0.248141264,51.82075151,145.8074377,2.813688213,13.9,46.2,45.21,0.23
5116,0.459182453,141.4406877,2085.4182,14.74411808,19.9,106.6,45.33,0.18
5117,0.244421535,116.2113569,964.4163337,8.298813125,17.1,83.6,48.03,0.52
5118,0.271954674,75.33163736,1708.576427,22.68072867,20.2,158.3,49.29,0.26
5119,0.345286195,193.4811777,150.9503554,0.780181087,12.3,17.8,36.7,0.44
5120,0.587403846,142.8614645,3986.98432,27.90804598,19.3,212.9,69.58,0.11
5121,1.286188525,1230.456883,8721.053045,7.087654321,16.9,72,45.43,0.2
5122,0.872956685,1467.849373,3996.971538,2.723012055,13.7,46.3,49.49,0.51
5123,1.033414864,2151.686356,6543.155112,3.040942791,14.1,48.4,50.11,0.54
5124,0.301640431,298.65749,11966.67829,40.06823433,26.9,164.7,51.44,0.87
5125,0.536901408,738.5941781,2940.443995,3.981136167,16.4,43.9,40.86,0.69
5126,0.223478261,59.96186842,152.2938972,2.539845758,14.1,40.3,47.07,0.31
5127,0.13,15.5,54.4,3.509677419,14,55.9,48.23,0.25
5129,0.656490649,352.3292167,9793.327497,27.79595626,19.7,202.2,56.69,0.22
5130,0.344891192,308.3434474,5545.35715,17.98435218,20.1,127.8,47.37,0.69
5131,0.157650845,27.05764594,212.8176543,7.865342566,17.5,74,44.68,0.29
5132,0.2925,25.47675,108.7515,4.268656716,15.5,52.8,42.89,0.07
5134,0.25254902,17.00284506,1077.443445,63.36842105,26.5,262.1,51.49,0.07
5135,0.588262032,169.7832209,2335.888506,13.75806452,15.4,175.6,51.26,0.13
5136,0.625214408,843.7177284,5684.839757,6.737845567,16.7,71.2,49.47,0.58
5138,0.652580115,85.95930164,2950.43451,34.32362123,22.4,191.9,48.98,0.05
5139,0.546722068,1007.054868,5019.411536,4.984248321,17.9,45.5,38.28,0.89
5140,0.17369637,72.08831167,1007.073871,13.97000217,20.6,94.6,44.81,0.63
5141,0.384694262,2394.167195,46375.75412,19.37030722,30.2,71,34,4.31
5142,0.443427562,3752.75536,106455.2373,28.36722011,27.4,125.3,49.94,5.09
5144,0.567833656,4460.743111,69795.53128,15.64661527,23.2,90.3,46.16,3.68
5145,0.473052632,91.16913758,2070.644504,22.71212121,22.5,127.4,46.17,0.11
5147,0.177152209,11.29952615,23.77521115,2.104089219,13.6,36.3,42.79,0.1
5148,0.544,564.128,2880.752,5.106557377,17.6,0.7,40.63,0.57
5150,1.470404624,3398.070086,15937.37326,4.690124942,14.5,69.9,55.16,0.42
5151,0.169592629,76.84298558,1067.734918,13.89502126,21.2,89,45.99,0.71
5152,0.08,36.7,1203.3,32.78746594,23.5,175.7,51.71,1.57
5153,0.08603352,9.172345155,37.54068572,4.092812153,15.7,49.7,49.33,0.33
5154,0.7668566,1825.333759,28828.32481,15.79345403,17.7,147,72.4,0.82
5156,1.204480458,2719.143749,18230.66387,6.704560536,16.7,70.7,54.27,0.49
5157,0.604277674,845.3637747,7393.684068,8.74615673,18.1,77.6,45.53,0.61
5159,0.838426124,1392.647953,6884.272602,4.943297111,16.9,50.7,42.53,0.53
5160,0.12624,79.4613472,1276.693734,16.06685237,21.2,104.2,53.64,1.43
5161,1.020373134,2305.047706,14489.28781,6.285894984,15.5,79.7,48.54,0.59
5162,0.400902935,150.4770613,3366.447099,22.37182911,21.3,138.6,59.58,0.25
5163,0.549649446,2071.182047,7006.164474,3.382688878,17.2,34.3,37.07,1.84
5164,0.612188366,199.3800846,296.6715694,1.487969925,13.9,24.2,36.2,0.14
5165,0.320571429,224.378449,555.7900408,2.477020602,13,49.1,48.74,0.55
5166,0.782220183,5734.538008,51506.48224,8.981801528,25.6,42,29.66,2.51
5168,0.30359596,22.72369758,207.1444432,9.115789474,17.4,85.5,46.67,0.07
5169,0.637538462,902.2030769,56152.06551,62.23883176,24.2,306.5,80.99,0.58
5170,1.171348941,2116.39049,15053.5704,7.112851088,15.6,87.5,72.01,0.41
5171,0.416353591,2387.855417,57340.43127,24.0133598,25.7,114.4,45.87,3.6
5173,0.23533123,964.5948741,22194.12767,23.00875556,27.1,102.6,46.71,4.69
5174,0.73863806,1607.455764,11431.9669,7.111839188,17.8,65.6,43.24,0.78
5175,0.09,9.2,32.2,3.5,15.8,41.7,39.25,0.27
5177,0.448649835,4553.664374,30643.51414,6.729418688,26.1,33,26.08,6.01
5178,0.623796909,784.1889176,11879.93334,15.14932572,19.2,117.8,47.52,0.54
5180,0.627801047,3045.627243,126365.825,41.49090316,26.4,181,51,2.03
5181,1.096687117,1303.852159,10049.58223,7.707608696,16.5,83.6,46.35,0.29
5182,0.475659341,532.68277,12014.08321,22.55391744,21,146.6,51.99,0.62
5183,0.389160839,141.143699,436.7384408,3.094282238,14.2,47.2,46.29,0.25
5184,0.101123596,16.5029668,70.40525186,4.26621787,16,49.7,43.93,0.43
5186,0.870791629,10049.83828,412898.6312,41.08510205,24.8,207.9,55.48,3.51
5187,0.184271605,86.94622161,2142.519393,24.64189189,22.2,144,49.21,0.64
5188,0.428204651,630.376913,10315.15005,16.36346421,22.9,90.6,42.95,0.93
5189,0.725596621,4250.933489,5325.982012,1.252897046,14.8,18.4,30.41,2.17
5190,0.485533049,333.1157559,2818.677362,8.461555217,17.3,82.2,56.2,0.38
5191,0.738853503,8235.447911,28078.3444,3.409449577,11.8,94.5,60.06,4.04
5193,0.531895777,317.3731341,27675.57793,87.20201856,24.8,407.5,60.05,0.3
5194,0.977289048,4101.241927,25623.07882,6.247638953,18.9,51.3,48.73,1.14
5195,0.184440789,25.22453147,236.586049,9.379204893,18.1,81.2,44.42,0.2
5197,0.64969697,1763.34433,15796.62199,8.958330898,18,81.1,47.57,1.12
5198,0.127521614,32.59579849,114.5550789,3.514412417,18.7,29.1,27.59,0.5
5199,0.909057971,1111.220759,9278.509964,8.349834983,17.7,77.6,47.19,0.36
5201,0.323826087,333.3259735,1939.82645,5.819607843,16.8,61,43.14,0.83
5204,0.733627363,1057.668006,10353.08383,9.788595066,16.9,101.2,50.78,0.53
5205,0.413649025,222.847824,682.505682,3.062653563,13.6,53.6,48.27,0.35
5206,0.778597122,1767.598758,8787.925049,4.971674147,16.7,53.2,42.76,0.78
5207,0.197541899,217.8265004,1428.752826,6.55913226,19.7,49.3,36.53,1.44
5208,0.396245734,58.08291302,599.680602,10.3245614,18,90,53.61,0.1
5209,0.215875371,42.65031126,268.7267864,6.300699301,16.3,69.4,44.65,0.24
5214,0.242130584,64.52463244,4469.28479,69.26478495,26.9,281.5,54.25,0.3
5216,0.425912596,1179.863755,189.5671215,0.160668654,11.2,5,16.44,1.69
5217,0.155690236,368.5402805,3026.576245,8.212335002,19.5,66.9,46.21,3.94
5218,0.796448087,760.1805399,3618.215787,4.759679573,17,48.4,43.36,0.31
5219,0.163862816,13.00741571,1989.391323,152.9428571,30.5,502.1,59.91,0.13
5221,0.139090909,33.40413223,276.8057851,8.286573146,18.7,68.4,41.78,0.47
5223,0.18994382,225.2017359,448.4256249,1.991217444,14.8,29,39.63,1.61
5224,1.190600343,607.2906225,7344.437145,12.09377664,19.2,92.5,43.85,0.11
5225,0.736477064,1538.423384,3010.231315,1.956698882,14,32,42,0.76
5227,0.203684211,46.225,848.6961219,18.3601108,19.8,133.3,51.43,0.3
5228,0.47608365,311.7299896,946.3343944,3.035750252,14.2,47.1,48.21,0.37
5229,0.727600787,694.9473448,882.0107763,1.26917641,12.6,27.1,44.88,0.35
5231,1.276859083,1427.662928,2482.146603,1.73860829,12.9,35.2,43.82,0.23
5232,1.468388934,789.681641,2584.141272,3.272383627,14,52.1,54.27,0.1
5233,1.388690176,6712.217854,76706.18347,11.42784474,22.1,67.9,44.33,0.92
5235,0.745360134,5234.168661,105329.2522,20.12339667,23.4,110.8,46.62,2.49
5236,0.396503067,393.2596005,434.7179147,1.105422256,11.8,28.6,56.53,0.67
5237,1.102251656,1613.400851,6845.407956,4.242843898,15.4,54,49.27,0.36
5238,0.224237288,272.1731112,770.3754381,2.830461227,17.5,27.6,29.75,1.41
5239,1.365116279,1876.187922,12157.61787,6.479957432,16.3,71.2,47.25,0.27
5240,0.618871753,921.1997239,7973.880153,8.655973234,16.8,90.8,61.91,0.63
5241,1.284024691,2322.132135,15777.05822,6.79421209,16.1,77.7,52.48,0.37
5242,0.669488026,16229.76056,201190.3799,12.39638621,29.2,54.6,38.81,9.64
5246,2.071252087,4193.53155,8365.381889,1.994829844,14.1,31.4,42.08,0.26
5247,0.354794521,263.6585457,134.7955917,0.511250608,13.4,9.3,20.18,0.56
5248,0.817794677,1285.008778,703.8717214,0.547756352,11.6,15.1,38.03,0.5
5250,0.62984127,347.9841774,13146.20882,37.77817979,21.8,225.4,53.23,0.24
5252,0.868059846,1299.005772,6175.374119,4.753923541,16.7,50.5,41.46,0.46
5253,0.449113505,253.1577716,2559.041732,10.10848577,18.8,81.5,44.83,0.34
5254,0.366329966,58.12435466,9326.736274,160.4617605,30.9,512.7,49.79,0.12
5255,0.292596491,274.2991924,10756.28782,39.21370575,18.9,317.9,54.14,0.85
5256,0.791590698,309.181185,8121.407269,26.26746925,19.7,190.7,53.87,0.13
5257,0.923809524,927.8445035,27138.31698,29.24877701,25.1,133.8,47.77,0.29
5259,0.496961749,2131.148495,100632.7201,47.21994753,23.6,255.3,58.06,2.32
5261,0.667210944,1281.985514,104725.3724,81.6899811,27.6,321.3,52.05,0.76
5262,0.8296875,1294.610189,20402.15007,15.75929978,19.1,123.3,49.96,0.51
5263,0.803086312,1747.073313,99935.05298,57.20140778,25.4,260.4,53.15,0.73
5264,0.187634855,97.21473115,1884.601367,19.38596491,20.3,134.7,57.36,0.75
5265,0.634882591,10996.86562,293242.7173,26.66602716,29.6,108.9,43.67,7.37
5266,0.653955409,1466.363769,26278.03518,17.92054314,22.2,105.2,46.82,0.9
5267,0.406613546,194.5774258,3644.483922,18.73025048,23.8,95.1,43.06,0.32
5268,0.481251241,375.717263,17491.1748,46.55408874,22.5,264,62.87,0.43
5271,1.187615658,398.074305,236.522886,0.594167679,11.5,16.4,41.2,0.08
5272,0.14,6.5,124.4,19.13846154,20.7,1.2,45.59,0.09
5273,0.14,10.1,161.2,15.96039604,17.7,214.9,57.63,0.13
5274,0.264403292,75.05441074,184.1126082,2.453055142,14.2,38.3,44.04,0.28
5275,0.1,23.9,363,15.18828452,19.6,1.1,49.57,0.58
5276,0.23,30.8,480.9,15.61363636,19.1,1.2,48.58,0.16
5277,0.16,21.1,104.4,4.947867299,15,0.6,47.83,0.22
5278,0.171380753,146.5126171,3124.378691,21.32498042,22.5,123.5,48.37,1.37
5279,0.25923913,121.6879332,669.2836326,5.5,19.1,43.3,33.76,0.49
5280,0.460792157,4561.32392,314087.2876,68.85879912,35,206,48.31,5.67
5283,0.27598513,187.5665842,2864.579185,15.27233221,18.8,125,55.48,0.66
5284,0.270042194,187.3823924,6603.187495,35.23910336,18,318.4,54.68,0.67
5285,0.557961783,293.8095257,495.390101,1.686092715,13.6,29.1,39.98,0.25
5288,0.992983607,1248.225802,111108.4844,89.0131291,27.1,355.2,52.78,0.33
5289,0.667682927,1534.577632,27601.23253,17.98620802,27,73.8,32.61,0.91
5291,1.61464986,4371.619842,107496.0124,24.58951516,15.5,307.7,74.86,0.44
5292,0.181012146,288.0860676,3343.317611,11.60527351,15.4,154.4,51.1,2.26
5293,0.240803571,360.604831,6843.079974,18.97667304,23.2,104.3,43.65,1.61
5294,1.178070444,9752.390576,456986.6203,46.85893338,27.7,188,55.27,1.86
5295,0.299241786,845.5098933,62928.99904,74.42727701,29.4,274.1,52.87,2.51
5296,0.115052265,85.60986293,3288.186327,38.40896615,21.4,246.8,52.95,1.68
5297,0.224916388,715.5888648,3146.535134,4.397127022,16.8,49.7,48.06,3.75
5298,0.366572438,249.4911211,1862.348737,7.464589235,14.9,102.8,52.47,0.49
5299,0.292535211,269.3756199,98.13287046,0.364297521,10.8,12.3,58.91,0.83
5300,0.730020704,216.7704007,345.960804,1.595978062,13.8,27,38.06,0.11
5301,0.325171289,47.09174307,7893.918473,167.6285047,33.2,478,61.57,0.12
5302,0.390016393,1250.569335,147832.74,118.2123501,31.6,383.4,55.72,2.13
5304,0.3515,716.6715,151.2745,0.211079274,9.7,0.1,40.64,1.48
5306,0.15,108.3,311.8,2.879039705,15.5,19,44.81,1.27
5307,0.17,98.1,606.5,6.182466871,17.8,0.6,42.93,0.91
5308,0.225412844,213.0714334,609.452605,2.860320576,14.5,42.9,51.57,1.14
5311,0.08,23,1453.2,63.1826087,25.7,2.8,52.73,0.99
5314,0.366209476,211.4470215,1116.962426,5.282469423,15.5,66.8,54.54,0.42
5316,0.30152439,323.6231224,639.5122881,1.976101965,15.2,26.5,35.29,0.93
5317,0.1905,26.00389796,105.9082806,4.07278481,14.6,0.6,44.82,0.19
5318,0.623300971,197.1658309,305.6232256,1.550082102,15.9,17.7,24.61,0.14
5319,0.128029392,20.13918588,324.7204255,16.12381094,19.3,123.1,48.19,0.32
5320,0.757242553,5085.417522,161590.9397,31.77535354,24.6,158.9,50.89,2.38
5321,1.836231884,2039.145138,8267.836589,4.054560137,15.9,47.3,40.97,0.16
5322,0.125,15.625,210.0694444,13.44444444,17.8,120.3,49.72,0.2
5323,0.212638436,87.99675753,292.7992021,3.327386262,15.5,42.1,42.98,0.51
5324,0.53027027,445.1773382,1633.659196,3.669681847,15.6,45.2,43.3,0.41
5326,0.13,167.4,3314.2,19.79808841,23.2,102.9,45.46,2.73
5329,0.19942446,187.0367786,877.1970809,4.68997107,16.6,51.2,56.99,1.21
5330,0.1,26.1,1489.5,57.06896552,29,4.5,47.17,0.71
5333,0.14815047,148.7793516,5373.676265,36.11842777,24.7,176.8,82.26,1.79
5334,0.234705882,472.7331693,1445.55166,3.057859599,15.4,40.7,53.61,2.23
5337,1.324432203,1670.201714,16435.74569,9.840575275,18.6,80.8,47.79,0.25
5340,0.830357143,359.6123016,796.6521117,2.215308287,14.9,30.6,38.68,0.14
5344,0.384284211,649.3199036,11641.03598,17.92804428,23.3,96.5,41.37,1.18
5346,0.468319559,1708.461188,13267.66285,7.765855585,20.6,54.4,42.78,2.05
5347,0.231298701,163.5837536,239.4796509,1.463957426,12.7,31.1,49.78,0.8
5350,0.321520343,578.817464,16800.2212,29.02507654,23.8,150.7,67.16,1.46
5353,1.07889243,477.5754947,843.5146302,1.766243535,10.9,57.7,94.73,0.11
5354,0.367123288,37.90673672,446.1201726,11.76888889,17.2,114.4,48.33,0.07
5357,0.470769231,394.0828402,1013.28284,2.571243243,14.3,39.3,46.14,0.48
5358,1.068168631,751.9877034,28864.67542,38.38450454,20.2,268.6,52.16,0.18
5359,0.630899358,784.3635754,3328.40361,4.243444894,14,68.2,49.62,0.52
5360,0.997129909,1426.182611,3789.420575,2.657037428,14.7,38,44.16,0.38
5363,0.20922049,470.3811633,3989.693258,8.481830417,20.1,63.4,44.1,2.78
5365,0.220859375,91.10762939,1072.832649,11.77544248,18.9,94.5,49.74,0.49
5366,0.19,118,139.2,1.179661017,13.6,0.5,36.4,0.83
5368,0.1,25.4,664.4,26.15748031,21.1,3.9,55.63,0.66
5370,0.253475061,28.05321017,76.72780296,2.73508103,15.3,35.1,37.22,0.12
5371,0.280731452,112.8497047,77.4735975,0.686520162,12.3,15.6,33.05,0.38
5373,0.254779736,117.994392,8.84694638,0.074977685,9.7,3.6,14.76,0.48
5375,0.480436469,2892.521938,56075.49664,19.38636866,26,90.1,42.1,3.34
5376,0.493180272,833.1811002,13468.20127,16.1647945,20.6,110.2,66.07,0.92
5377,0.738046181,22.47419779,298.8855617,13.29905363,21.5,82.5,40.2,0.01
5379,0.194414063,8.399295044,202.5163361,24.11111111,20,172.1,47.51,0.06
5380,0.31,7.3,153,20.95890411,21.2,104.1,48.95,0.02
5381,0.08,21.1,724.5,34.33649289,23.3,134.5,56.38,0.93
5384,0.23,11.4,48.8,4.280701754,15.1,48.7,46.28,0.06
5385,0.08,4.7,56.6,12.04255319,19.9,1.7,42.5,0.19
5386,0.436345178,1355.661991,35791.09559,26.40119427,22.8,150.3,49,1.88
5388,0.257281553,133.7644264,362.6361014,2.711005542,15.5,34.3,38.24,0.56
5389,0.25,25.1,143.8,5.729083665,18.6,35.7,34.7,0.1
5390,0.34425,67.7885625,529.3035,7.808153477,16.2,1.8,48.22,0.15
5391,0.465083135,1171.576505,312.3468108,0.266603853,7.8,28.5,51.86,1.45
5392,0.847554992,3869.639802,42833.50282,11.06911884,19.3,87.4,47.13,1.43
5394,0.648583403,1054.629386,26187.03613,24.83055799,20.3,173.2,53.11,0.67
5395,0.125151515,10.54848485,145.7608815,13.81818182,17,139.2,51.32,0.2
5396,0.153913043,17.54757404,100.6060912,5.733333333,15.8,68.1,47.78,0.18
5397,0.669556314,278.4216635,470.0471247,1.68825629,14.6,24.3,34.18,0.17
5398,0.16,52.5,624.9,11.90285714,18,2.2,46.9,0.53
5399,0.11,4.4,309.2,70.27272727,30.6,4.7,62.08,0.1
5400,0.17,81.4,451.6,5.547911548,16.6,1.2,53.01,0.74
5401,0.26,199.4,880.8,4.417251755,16.7,1,44.51,0.77
5402,0.43,218.4,90.5,0.414377289,10.4,15.9,42.39,0.32
5404,0.21,35.3,121.7,3.447592068,13.8,38.5,49.71,0.21
5405,0.194380165,242.2482891,5664.989031,23.3850528,21.5,148.6,51.82,1.74
5406,0.794108108,3569.446387,15412.678,4.317946351,17,44.8,40.28,1.49
5407,0.623448276,2636.168401,115289.2854,43.73365731,24,226,52.84,1.79
5411,0.191024931,1921.311622,4645.699858,2.41798353,23.8,16.7,25.78,13.65
5413,0.906216216,6995.743799,364392.159,52.08769352,20.2,380.1,60.23,2.26
