YB,LM,TEMP,LRATIO,T_BOL,SURF_DENS
3695,47.99001996,22.3,272.5,50.8,0.04
3697,52.52905464,23.5,271.8,52.08,0.05
3700,10.80372306,18.1,94,45.85,0.15
3701,3.691524241,16.7,39.8,40.9,1.43
3706,2.046000829,14.2,32.7,41.92,1.16
3707,0.781471561,11.4,22.2,46.28,0.54
3708,22.35672636,23.4,116.5,42.35,0.17
3709,14.78432543,24.4,80,43.21,5.01
3710,4.077444682,14.9,56.1,50.41,0.4
3712,15.39655172,19.9,112.5,58.87,1.18
3714,21.1,19.9,6.2,53.81,0.14
3716,0.423952096,12.8,8.7,19.83,0.11
3718,10.8975,17.8,100.4,46.4,0.64
3719,20.86678899,19.9,148.3,50.61,0.2
3720,0.173016864,11,5.5,17.07,0.08
3721,8.232067511,16.4,89.2,47.56,0.15
3724,15.8218126,19.9,113.3,50.54,0.05
3725,0.045822102,8.9,3,13.6,0.52
3726,5.236363636,16.8,55.1,58.35,1.08
3727,6.956514745,16.2,79.5,51.3,0.69
3729,0.603215056,13.6,10.6,21.03,0.1
3731,3.654865545,15.7,43.9,40.04,0.27
3733,7.298387097,18,64.5,40.76,0.04
3734,18.48389727,20.3,127,52.92,0.29
3736,0.777070064,14.2,12.1,21.93,0.08
3737,4.837748344,17.5,45.7,37.44,0.39
3738,4.264150943,14.5,62.8,46.88,0.07
3740,3.948148148,16,45.8,41.95,0.08
3741,1.228571429,15.3,15.9,23.69,0.03
3743,3.269230769,15.6,40.4,39.98,0.07
3744,8.666168783,15.8,104.5,61.95,0.2
3745,2.165252345,15,29.3,47.38,0.06
3746,2.505131129,15.2,32.7,42.81,0.2
3748,1.18356833,11.7,30.8,46.5,0.24
3749,2.52,15.5,1.2,51.3,0.04
3751,3.896946565,17,39.3,42.48,0.16
3752,2.328025478,17,14.5,26.34,0.05
3753,3.945247934,14.3,60.4,49.12,0.09
3755,1.29188865,15.1,18,30.41,2.12
3756,13.06878307,19.4,99,49.29,0.06
3757,21.18425738,19.9,153.9,62.06,0.55
3758,7.632502743,17.7,70,45.51,0.12
3760,23.50848416,23.3,122.8,43.77,0.06
3761,56.51851852,25.2,261.8,67.24,0.01
3762,11.22173512,18.4,95.7,47.91,0.1
3763,17.32608444,18.2,149.3,63.52,0.12
3764,17.21277778,19,135.9,49.34,0.14
3767,77.94333746,32.1,257.2,58.1,4.03
3768,28.54776248,22.1,165.5,47,0.17
3769,75.6431332,25.5,355.6,89.52,2.42
3770,62.43703086,27.3,247.7,66.82,0.53
3771,3.426966292,16.9,35.1,35.96,0.11
3773,1.908191126,13.8,31.6,40.05,0.13
3774,7.308446866,16.2,82.7,56.54,0.16
3775,9.625,18,3.4,48.73,0.04
3776,5.310697674,17.7,51.9,49.86,2.71
3777,0.150226991,9.8,2.6,38.9,0.06
3778,0.612903226,12,15.1,42.1,0.19
3779,14.22020282,20.6,98.7,48.64,1.67
3781,8.628285357,16.8,87.7,47.56,0.07
3782,4.199155227,14.4,62.1,52.35,0.05
3783,35.57234043,21.8,214.5,56.04,0.48
3784,92.81856782,25.2,425.6,62.65,0.55
3786,21.58333333,20,157.1,51.26,0.08
3787,3.54960733,15.4,46.5,48.77,1.55
3788,11.70693352,17.9,107,73.62,0.69
3789,5.215293142,17.2,53,45.65,1.93
3790,2.683914209,15.3,34.7,38.45,0.13
3792,7.43902439,17.8,40.4,42.47,0.03
3793,36.4282345,23.1,194.1,62.22,0.29
3794,61.8,36.4,146.4,37.49,0.01
3795,5.676892736,15.9,66.7,52.42,0.27
3797,0.472269085,13,9.2,20.19,0.16
3798,3.801354402,16.7,40.3,41.93,0.73
3799,3.832708688,15.7,46.4,47.12,0.07
3801,35.17346939,22.5,195.4,61.16,0.2
3804,1.000602695,12.3,22.8,40.92,0.43
3805,1.025958874,12.5,22.5,39.83,0.33
3806,17.08608655,21.7,111.1,53.43,1.68
3807,20.33555887,26.3,93,47.54,3.63
3808,6.409556314,16.7,66.9,44.89,0.07
3810,2.137430168,13.8,35.1,42.49,0.04
3811,58.01315789,26.3,246.4,63.49,0.09
3812,1.688070113,14.2,26.2,40.3,0.21
3814,1.579835111,13.7,27,40.75,0.37
3815,29.08841463,22.8,158,45.98,0.06
3816,16.54974182,20.7,110.2,46.93,0.4
3817,13.55919395,19.1,105.5,49.06,0.17
3819,2.019939169,12.7,41.7,49.57,0.05
3821,2.895989566,16.8,29.7,30.32,0.16
3823,10.2515094,18.3,89.3,49.89,0.73
3824,6,21,32.3,24.23,0.05
3825,9.803738318,18,87.3,45.67,0.12
3826,11.85433071,19,93.5,44.39,0.09
3828,48.08215962,22.3,274,56.54,0.2
3830,7.580188679,17.9,67.6,64.82,0.09
3831,4.079388201,15.4,51.6,43.58,0.21
3832,9.167401886,19.1,72,42.67,0.64
3833,5.239726027,14.5,77.4,48.65,0.15
3834,1.30723423,13,45.1,45.87,2.01
3835,40.35622515,24.4,197.3,54.31,0.59
3836,10.38985915,18,94.4,55.5,1.01
3837,1.1481569,14.2,18.8,34.28,2.5
3838,0.236993036,10.4,8.9,31.62,0.13
3839,20.4,20.7,134.9,46.18,0.07
3840,0.68111338,11.5,18.7,39.61,0.22
3841,16.38174015,19.9,118.3,45.59,0.62
3843,23.88584865,18.8,192.5,49.08,0.16
3846,11.16166667,16.3,186.6,49.12,0.1
3849,9.844147968,16.5,103.9,49.41,0.24
3850,9.931380311,19.3,75.6,41.4,0.08
3851,18.792,20.5,127.1,46.71,0.27
3852,3.180722892,14.2,49.9,45.06,0.33
3857,1.233301234,12.7,25.5,41.35,0.2
3860,1.226377953,13,24.2,38.22,0.21
3862,63.96629213,26,9.7,72.83,0.85
3866,20.0700373,20.6,136.9,57.08,0.97
3868,9.628090999,16.5,104.7,55.11,0.47
3869,2.901103956,15.5,36.8,43.59,0.61
3871,0.530151715,11.4,15,42.47,0.42
3872,0.577031368,12.2,13.2,31.42,0.1
3874,30.35855756,23.5,158.9,47.08,0.81
3876,41.56020408,23.2,220.4,54.19,0.34
3877,4.066666667,15.3,53.3,46.32,0.07
3878,0.300408163,12.1,7.2,18.73,0.14
3879,2.084155543,13.7,35.4,43.76,0.44
3881,0.48605948,10.6,17.3,47.1,0.4
3882,15.64644037,20.2,108.3,43.58,0.05
3883,20.40690691,24.1,101.8,40.85,0.56
3884,5.619794412,16,65.2,45.98,0.15
3885,1.132798931,15.8,14.5,21.17,3.25
3886,3.777142857,14.3,57.4,46.66,0.4
3887,4.036845984,16.2,45.1,41.43,0.13
3889,6.734348562,17.5,63.8,52.97,0.32
3890,10.55431755,20.3,72.1,38.52,0.07
3892,3.786892178,16.4,41.5,37.05,0.05
3893,20.10887097,20.3,138.2,46.34,0.05
3895,18.64656529,20.1,132.1,56.75,0.49
3897,33.765,26.9,135.9,41.99,0.06
3899,4.478617858,15.8,54,44.91,0.4
3900,10.8616188,17.8,99.2,50.06,0.4
3903,1.087108014,13,21,37.11,0.11
3904,7.255514706,16.5,78.3,45.18,0.2
3905,1.988863287,14.7,28.3,36.75,0.08
3906,3.553380783,15.9,41.8,39.96,0.06
3907,1.388838884,14.2,21.5,31.5,0.21
3909,39.87162162,20,280.5,53,0.06
3910,28.1382716,21.9,164.7,49.21,0.09
3911,19.00362237,21.8,115.5,46.02,0.89
3912,60.73477407,22.8,332.5,51.67,0.07
3914,3.130097645,14.1,48.9,48.12,0.27
3915,0.251765569,11.7,6.6,18.18,0.2
3916,37.86493506,20.5,253.8,54.71,0.14
3917,20.4075124,20,147.7,56.34,0.21
3919,1.137067938,11,36.7,79.22,0.48
3920,5.680986,17.4,54.6,40.78,0.13
3921,2.065125159,14.3,31.6,39.5,0.58
3922,26.51694915,20.1,6.2,59.55,0.19
3923,51.20457815,22,305.5,55.1,0.91
3924,1.85380117,14.6,26.7,34.67,0.06
3925,18.28308824,19.4,138,47.54,0.08
3926,5.593364198,17.6,51.8,40.17,0.11
3928,1.94224924,14.8,27.5,36.19,0.1
3929,43.58444023,22.9,236.7,52.64,0.23
3930,26.99050445,20.8,175.3,49.57,0.06
3931,4.250875386,15.1,57.5,59.56,0.91
3932,3.566110398,15.2,47.7,45.01,0.84
3933,2.001629726,15.9,24.9,40.3,2.5
3934,1.369066728,13.9,22.8,36.42,0.58
3935,4.085052843,14.6,58.4,67.92,0.17
3937,3.093167702,15.5,38.8,39.57,0.06
3938,0.189588689,9.9,8.5,33.05,0.76
3939,12.15850186,16.7,127.7,64.83,0.28
3940,39.48203125,23.4,204,49.13,0.25
3941,8.490835031,15.7,103.6,68.02,0.54
3942,23.51,20.8,5.2,59.11,1.13
3944,3.731910946,13.8,61.8,48.68,0.22
3945,11.07211538,18.3,95,49.39,0.1
3947,12.20873786,19.5,90.2,43.76,0.06
3948,1.547008547,13.1,1,44.19,0.14
3949,6.652591171,16.5,71.8,47.36,0.4
3950,13.09021481,17.9,119,54.67,0.45
3951,3.401913876,16.8,1.1,34.53,0.61
3952,14.41527273,19.5,107.4,46.54,0.24
3953,36.28278018,23.1,196.4,49.68,0.59
3957,66.19629703,26.4,278.1,58.39,0.48
3958,25.06944444,20,176.2,52.28,0.04
3959,75.23153409,28,282.3,48.33,0.07
3960,1.854700855,14.8,26.2,34.51,0.39
3962,15.97012687,19.6,118.3,68.19,0.42
3963,12.30505415,17.6,115.1,47.1,0.04
3964,3.311447167,15.8,39.7,42.76,0.56
3965,41.93528551,20.9,273.7,53.2,0.17
3966,3.314302885,16.7,34.5,33.94,0.07
3967,14.92023634,19.4,112,45.72,0.24
3968,16.33649158,25.5,76.5,39.86,2.21
3969,11.21784473,18,100,51.27,0.51
3970,3.837455388,14.8,54.3,45.24,0.37
3971,41.47619048,23.7,211.1,55.82,0.29
3976,83.2770348,30.4,286.5,52.37,2.05
3977,7.971653347,16.7,83.6,46.29,0.13
3978,81.69895382,26.9,335.9,56.72,0.75
3979,5.061618411,16.4,54.9,43.52,0.08
3981,8.049331406,17.1,80,52.44,0.42
3983,6.685357428,19.3,52.2,37.76,0.97
3984,7.329113924,16.8,74.8,45.06,0.16
3985,66.28125,26.6,273.7,54.96,0.11
3986,13.10751665,22.2,76.6,39.95,0.64
3987,15.55586888,18.4,131.5,48.58,0.32
3988,11.47076023,17.5,107.3,49.81,0.13
3989,24.93876131,23.5,128.7,43.83,0.09
3991,40.46969697,24.4,195.6,47.59,0.01
3992,15.76785714,18.9,4.1,49.28,0.26
3994,40.81384526,22,237.9,49.71,0.14
3995,3.476469781,14.7,50.3,54.04,0.88
3997,7.874251497,21.1,51,32.37,0.93
3998,5.399371775,16.6,57.3,49.95,0.19
3999,31.92306509,21.4,201.1,57.01,0.95
4000,11.92370913,17.4,114.3,50.33,0.48
4001,11.0487877,18.2,95.2,46.3,0.21
4003,6.798714504,19.3,54.4,41.84,2.28
4005,97.58412907,25.6,442.4,71.19,1.25
4007,4.190057193,14.6,60.5,47.19,0.11
4008,0.67920354,11.8,17.6,41.51,0.38
4009,1.554621849,13.6,0.6,39.76,0.17
4010,14.75,19.7,2.5,45.26,0.05
4011,65.69609117,26.5,278.6,52.78,1.05
4013,7.259904913,15.5,2.2,53.47,0.4
4014,0.266342142,11.8,6.8,18.35,0.12
4016,48.82705882,26.3,203.8,45.52,0.03
4017,7.316561845,15.3,2.2,47.78,0.29
4018,35.34367542,20.6,5.9,56.67,0.83
4019,10.9375,22.2,64.1,33.28,0.02
4020,4.305301256,16.6,45.9,39.75,0.34
4021,0.3014676,11,9.7,30.68,0.36
4023,75.10665529,26.3,318.9,51.85,0.42
4024,5.680672269,18.5,45.7,37.22,0.07
4025,22.41258741,20.2,3.9,54.64,0.26
4026,36.23489933,31.7,112.4,33.63,0.03
4027,15.692,19.5,2.9,50.8,1.08
4028,32.71751985,22.2,190.4,50.43,0.7
4030,56.96350365,29.9,6.5,51.48,3.51
4031,22.04264159,16.8,229.5,50.71,0.3
4032,21.09289617,22.3,120.4,44.26,0.03
4033,30.25037707,22.8,165.9,48.73,0.08
4034,20.37313433,20.2,4.4,57.15,0.23
4035,6.492537313,17.8,58.7,40.71,0.06
4036,0.264285714,7.6,1,42.25,1.53
4037,5.363636364,15.1,2.2,50.62,0.09
4039,14.01020882,23.6,72.2,34.45,0.02
4040,23.38690353,20.4,159.1,47.54,0.21
4041,5.238476954,17.2,50.6,39.44,0.27
4043,2.047086247,15.2,26.8,37.06,0.11
4045,5.749111959,16.8,59.5,44.82,0.36
4046,12.50109027,18.8,100.8,45.54,0.1
4049,7.784102061,16.3,85.3,46.88,0.07
4050,16.11152416,19.6,120.3,47.73,0.18
4051,3.882651336,15.6,47.7,41.68,0.09
4053,3.855501599,14.9,52.8,44.44,0.16
4054,10.18452381,19.3,77.2,54.04,0.09
4055,11.04787813,18.5,91.5,45.94,0.06
4056,14.64745763,20.3,100.7,46,0.26
4060,2.879506862,15.5,35.4,38.82,0.08
4061,9.232142857,18.9,73.7,43.95,0.14
4062,6.771265189,17.9,60.2,40.46,0.11
4063,0.61906926,11.6,16.7,38.08,0.32
4065,51.62179268,26.2,217.4,55.6,0.26
4066,0.16705548,11,5.3,16.88,0.32
4067,46.73003195,25,212.3,52.38,0.12
4070,0.570866142,11.7,15.2,37.17,0.23
4071,64.79734914,25.5,300.6,55.72,1.89
4072,5.879537804,17.9,53.1,42.57,0.44
4073,3.701290554,16,42.8,38.73,0.19
4076,3.438666667,13.3,62.8,50.3,0.16
4078,2.955577689,15.4,38.2,41.41,0.7
4079,2.05,15.7,26.3,33.61,0.17
4080,39.99351314,27.3,169.5,49.59,3.07
4081,5.109371177,15.9,59.9,48.85,0.3
4082,35.3844086,20.3,246.9,52.46,0.63
4083,0.296252978,11.1,9.2,26.97,0.31
4085,3.52912041,16.3,39.3,36.96,0.37
4086,0.982297359,12.4,22.1,42.33,0.4
4088,0.489267677,11.3,14.6,40.53,0.67
4089,24.94419643,25.5,111.7,38.31,0.02
4091,33.91051654,23.4,180.8,48.26,1.16
4093,8.651577503,16.7,91.4,48.76,0.19
4094,18.94962963,21.3,117.2,46.41,0.06
4095,10.02173438,17.5,94.5,48.93,0.41
4099,2.838921762,15.9,33,33.79,0.1
4100,17.5601312,16.6,187.6,54.88,0.32
4102,9.455769231,17.4,89.5,45.87,0.18
4103,1.624624625,14.2,25.1,34.88,0.08
4104,8.620858097,16.7,91.1,57.65,0.3
4106,12.73805132,18.1,112,47.31,0.16
4109,1.418462099,14,23.1,35.17,0.66
4110,1.154710545,13.6,20.1,33.78,0.4
4116,3.954417005,16.8,40.7,36.07,0.18
4117,15.13547678,18.2,130.4,55.81,0.2
4118,10.80594679,15.4,137.7,64.13,0.09
4121,9.545155993,17.4,92.6,50.55,0.66
4122,9.145345253,19,76.6,49.84,2.47
4123,13.90239453,17.5,133.8,51.6,0.95
4124,23.26154401,22.3,132.1,61.56,0.13
4125,4.863515948,14.8,69.7,55.9,0.83
4128,0.854568956,10.2,35.2,51.49,1.13
4129,0.168189807,9.8,7.7,33.01,0.85
4130,1.500279799,13.4,27.1,42.19,0.03
4132,4.062537048,15.3,52.3,42.74,0.09
4136,3.253915469,14.6,47.4,44.68,0.3
4139,0.318691589,12.2,7.4,18.91,0.13
4140,3.025099829,15.4,38.5,39.66,0.03
4143,0.656678082,12,15.7,35.25,0.15
4144,12,20,85.1,55.68,0.16
4145,25.79470199,24.6,120.3,43.97,0.03
4146,8.740634006,19.1,69.5,44.01,0.87
4148,4.960335939,15.1,65.2,45.17,0.09
4149,4.888274773,16.3,54.2,41.33,0.06
4152,4.119725929,17.7,37.9,32.52,0.19
4153,11.73779732,18.7,96.1,49.3,0.4
4154,3.302305223,15.8,39,39.09,0.1
4155,32.73697022,23.1,177,62.92,0.58
4156,7.169267707,18.6,59.4,39.43,0.04
4158,2.626357453,16.2,30.1,35.81,1.23
4159,0.639146194,13.2,11.8,21.65,0.05
4160,5.736211662,15.6,70.4,53.09,0.43
4161,17.44232164,18.4,146,57.28,0.27
4162,3.084990958,15.3,39.6,41.28,0.05
4163,14.78085642,18.8,117.8,61.23,0.19
4164,14.14759036,19.1,108.8,54.61,0.04
4166,0.172504714,9,10.7,43.88,0.51
4170,1.7834435,15.4,22.4,28.23,0.1
4171,11.66654192,18.4,97.5,49.7,0.14
4172,2.651933702,15.3,33.8,37.55,0.13
4174,0.856953291,12.6,18.1,34.8,0.09
4175,39.2373913,22.2,224.3,54.81,0.29
4176,4.19022839,15.9,49.5,47.74,0.17
4178,3.326988361,15.5,41,39.65,0.12
4179,7.974774385,20.9,56,38.82,3.33
4180,1.75932372,13.4,32.6,52.18,0.1
4181,11.50976071,18.4,96.9,46.95,0.19
4182,0.268011527,10.6,9.4,32.09,0.12
4184,9.184868421,18.1,80.2,52.5,0.25
4185,18.76958579,21.6,113.4,45.4,0.18
4186,3.317699115,16.1,38.2,36.68,0.05
4187,3.881173531,15.1,51.8,44.88,0.22
4188,5.262663833,15.5,64.6,45.42,0.19
4191,47.31345125,23.2,248.5,51.64,0.23
4192,20.22709163,20.5,136.8,46.43,0.17
4194,7.445308263,18.4,63.5,43.83,0.72
4197,5.239067055,15.8,61.9,45.4,0.12
4198,23.36238385,21.6,142.5,46.83,0.29
4199,6.143876338,16.2,69.3,46.82,0.56
4200,10.55744569,19.7,76.7,42.34,0.18
4201,2.90721855,14.6,41.9,41.21,0.16
4202,0.712643678,12,17.2,35.46,0.18
4204,7,18.3,60.8,43.52,0.64
4205,18.1297553,20.6,121.6,46.46,0.13
4207,25.18562874,22.9,135.8,47,0.07
4208,1.876075379,13.9,30.7,41.52,0.32
4209,5.253570501,15.7,63.6,45.49,0.14
4210,17.20306394,14.6,256.8,57.19,1.36
4211,25.76049142,22.4,154.8,58.08,2.45
4214,3.5,15.9,38.6,38.47,0.02
4215,9.509686716,19.8,73.3,48.28,2.79
4217,13.63694268,20.6,91.6,45.29,0.34
4218,93.63180363,28.1,353.9,50.98,0.02
4219,23.28288997,24.8,111.3,43.75,0.98
4220,12.78085106,17,127.9,52.51,0.07
4223,7.533026114,18,65.9,42.69,0.1
4224,4.718302658,16,54.3,42.55,0.07
4226,13.2655642,18.5,111.3,55.17,0.04
4227,70.66970304,24.5,339.5,62.12,0.29
4228,4.71875,15.8,56,44.49,0.08
4229,5.05914303,12.7,106.6,52.5,0.53
4230,7.12,17.1,70.6,50.16,0.14
4231,3.439512126,18.3,31.5,33.76,3.17
4232,130.9381429,31.5,416.7,58.18,1.34
4233,22.49746422,20.8,149,52,0.46
4234,11.72274436,18.9,92.5,46.41,0.05
4235,14.75568038,18.7,121.4,56.35,0.67
4236,50.96495957,27.6,196.4,46.79,0.02
4237,42.8039252,22.3,245.1,60.61,0.29
4238,0.451861361,10.8,15.5,41.94,0.88
4240,11.78352941,19.7,87.5,50.3,0.72
4241,0.104122835,10.2,4.2,15.6,0.37
4243,9.919203479,20.3,73.6,46.71,3.22
4246,19.31556212,19.9,139.3,56.59,0.4
4248,8.280479211,18,73.5,44.74,0.05
4249,23.37221651,20.5,156.7,47.84,0.16
4250,6.162852581,17,61.5,44.83,0.1
4251,7.17915737,16.5,77.6,47.77,0.51
4252,12.28253224,19.4,93.2,43.91,0.04
4253,1.111265647,12.7,23.1,41.41,0.31
4254,1.330557621,12.7,27.5,43.88,0.15
4255,48.52456747,24,240.5,51.11,0.16
4256,71.06429145,27.8,274,51.62,0.29
4259,2.295892968,14,38,43.87,1.29
4261,34.38473045,19,278.4,54.46,1.08
4262,35.88497653,23.2,191,49.25,0.02
4263,14.73163842,19.3,113.8,49.7,0.22
4264,2.965034965,15.6,36.1,38.42,0.1
4265,4.6370197,16.2,52,42.57,0.07
4267,2.918918919,14.8,40.9,40.76,0.15
4269,2.558761543,14.2,39.2,42.53,0.24
4271,1.864451351,14,30.3,39.68,0.21
4272,2.226412028,14.2,34,43.72,0.17
4274,1.384274399,13.2,26.1,39.91,0.24
4276,0.318627451,10.7,11.1,33.06,0.14
4277,1.837427746,12.6,40,51.54,0.67
4278,14.10447761,20.2,96.4,46.41,0.07
4279,4.657754011,16.9,47.3,38.06,0.07
4281,5.705838463,17.1,56.8,40.94,0.22
4283,0.726677657,11.8,18.8,39.25,0.31
4284,1.050865891,12.2,24.6,41.05,0.22
4285,3.750769231,16.4,40.8,38.38,0.15
4286,2.350336574,15.1,31.5,36.75,0.13
4288,4.387218045,15.8,52.4,47.01,0.14
4289,6.355670103,16.5,68.3,46.33,0.18
4291,66.66541353,23.1,355.1,51.23,0.27
4296,11.38181818,19.8,82.6,42.4,0.06
4298,2.75,15.4,34.6,37.65,0.1
4299,9.643835616,19.6,70.8,39.36,0.03
4300,5.733944954,17.1,57.5,42.08,0.11
4301,19.62931034,18.9,156.9,51.55,0.11
4302,2.224489796,15.2,29.1,38.19,0.04
4303,7.225316456,17.6,66.8,43.79,0.05
4305,0.666387727,11.4,19.5,41.91,1.07
4306,11.55981243,17.7,107.3,52.04,0.73
4307,51.8544123,25.6,233.2,51.27,0.99
4308,10.62710843,17.6,99.4,48.5,0.34
4309,18.59908483,19.6,142.9,59.22,1.84
4310,110.4459665,28.2,426.4,66.71,1.47
4311,7.05643422,16.7,73.2,46.78,0.15
4313,4.934924078,16.7,52,41.82,0.08
4315,46.49614726,32.9,155.8,52.38,6.31
4318,47.39551066,23,256.6,57.75,0.3
4319,45.59081794,23.8,243,61.99,2.49
4320,11.8950342,19.4,90.2,45.01,0.03
4321,0.349253731,12.4,7.7,19.19,0.11
4322,44.4868498,22.7,245.4,51.33,0.15
4323,140.8863848,30.2,471.4,58.83,0.46
4324,5.43489632,15.9,63.5,43.96,0.09
4325,26.04970403,17.7,240.1,60.21,0.42
4329,105.2975133,28.2,395.6,73.44,0.54
4330,0.648648649,12.2,15.4,28.94,0.13
4331,15.58024691,20,109.9,45.21,0.05
4332,6.516681695,17.3,62.6,42.95,0.24
4333,13.71428571,18.6,111.4,48.18,0.32
4335,1.151162791,13.1,21.8,37.23,0.15
4337,1.818181818,14.6,26.2,36.02,0.05
4338,1.84592371,14.9,25.5,34.5,0.07
4339,4.783744203,16.4,52.8,43.66,0.32
4340,5.006146572,17,50.5,41.98,0.29
4341,26.23533906,21.4,160.4,54.05,0.21
4343,3.645104895,15.9,43,39.49,0.16
4344,10.22958258,19.6,75.6,41.42,0.09
4346,3.3028341,15.6,39.8,42.35,0.12
4347,6.073301329,16.7,62.8,43.86,0.12
4348,9.153846154,20,65,38.06,0.05
4349,6.70432357,17.1,65.7,46.79,0.06
4350,32.82740448,20.7,219.1,56.54,0.02
4352,23.63511188,21.6,145,57.64,0.5
4355,1.635272392,12.7,34.1,46.85,0.17
4356,19.26703499,18.7,156.9,52.63,0.14
4357,1.066415763,12.9,21.1,37.06,0.14
4358,28.74377224,21.9,169.7,50.39,0.26
4359,7.2,16.5,74.8,45.66,0.06
4360,39.21538462,25.4,177.5,46.26,0.64
4363,58.85828571,22.3,340.1,66.07,0.82
4364,10.63592561,18.4,90.9,49.48,0.51
4365,60.67619048,23.4,313,49.64,0.04
4367,16.15765665,25,81.6,47.5,3.98
4368,4.085647812,15.2,53.7,49.08,0.42
4369,2.237864612,15,30.5,39.48,0.45
4371,27.94947816,20.5,194.5,61.96,1.52
4372,8.26218101,12.7,181.3,55.03,2.74
4374,57.33493467,25.1,265,60.72,0.69
4376,93.87444232,24.6,445.9,62.71,0.03
4377,5.624834875,17,58,44.29,0.96
4378,52.42952933,24.2,257.8,54.62,0.34
4381,30.12506998,24,155.9,50.65,1.87
4382,39.8191862,22.5,222.3,50.41,0.09
4384,10.15578999,17.7,94.1,45.14,0.09
4385,2.708751188,14.6,39.7,51.42,0.65
4386,7.950846532,18.3,67.2,43.56,0.1
4387,18.47282948,23.4,95.8,39.07,0.03
4388,1.556962025,12.9,30.8,41.63,0.23
4389,7,17.9,55.3,39.92,0.08
4390,11.5432875,19.2,90.3,50.91,0.71
4391,20.40445239,19,168,66.1,1.76
4392,1.553789083,13.5,27,39.9,0.19
4393,9.230434783,18.3,78.6,47.79,0.17
4394,11.6543648,17.3,112.3,49.96,0.21
4397,12.20143552,19,96.2,45.09,0.07
4398,4.891843972,16.1,55.2,42.11,0.21
4399,10.30615291,18.6,87.3,50.77,1.01
4401,0.494997331,11.1,15.6,79.24,1.55
4402,3.586250042,14,58.3,48.6,0.51
4404,14.06714944,18.9,112.3,52.49,0.3
4405,38.03504673,23.8,195.8,58.6,1.06
4406,32.9809998,24.5,159.8,47.02,0.68
4408,77.67938931,28.9,276,47.67,0.01
4409,0.994925839,12.9,19.8,38.42,0.21
4410,12.58423423,20.2,87.1,55.07,0.21
4412,12.08622127,20.3,86.5,56.84,1.95
4413,2.446808511,15.9,28.6,36.07,0.04
4414,18.20110193,20.3,124.4,45.39,0.06
4415,17.0480226,19.4,126,58.07,0.02
4417,1.262458472,13.5,22,38.05,0.28
4419,5.38974359,16.6,56.6,43.91,0.07
4420,1.786885246,13.5,31.3,41.22,0.04
4421,34.69117043,23.1,184.4,48.42,0.09
4422,0.291984733,12.2,6.9,18.43,0.51
4425,15.76442308,19.9,114.8,48.92,0.69
4426,3.023563092,13.2,56.7,47.69,0.07
4427,0.103752759,10.1,4.2,15.67,0.29
4428,9.462585034,18.7,77.8,45.98,0.4
4429,5.078446163,17.6,46.9,36.86,0.08
4431,28.30766932,22.9,155,49.19,0.66
4432,0.718970381,12.5,15.5,33.73,0.07
4433,18.04273702,18.3,155.5,51.77,0.38
4434,15.18023256,20.5,101.8,45.25,0.2
4435,22.37765506,18.4,189.8,58.33,0.56
4436,5,14.2,81.9,48.06,0.1
4438,1.601328471,14.2,24.9,34.74,0.26
4441,9.923076923,17.9,89.6,45.77,0.07
4442,4.19218241,14.6,61.5,53.34,0.07
4445,14.6462078,28.2,65.5,40.31,7.84
4446,2.479742305,14.2,38.6,42.68,0.23
4448,21.29654991,21.1,135.3,47.6,0.11
4449,8.512280702,17,85.6,48.55,0.15
4451,1.233628886,11.7,32.1,47.29,0.2
4453,3.969425194,15.6,48,47.98,0.13
4456,28.22963222,20.7,187.7,59.63,0.34
4457,17.47013883,19,137.8,48.88,0.25
4458,21.93669565,21.3,136.1,45.2,0.1
4459,2.083366895,14.1,33.2,41.26,0.57
4461,41.75584795,23.9,208.4,51.17,0.07
4462,22.16418397,23.5,116.9,46.38,0.89
4465,4.333333333,17,42.4,39.6,0.11
4467,57.83798883,23.2,304.2,56.48,0.1
4468,2.384514559,15.1,31.4,36.77,0.18
4469,9.56122449,18.1,84.4,46.85,0.09
4470,48.43697868,24.2,236.9,58.02,0.2
4471,5.800119868,16.9,58.2,44.33,0.12
4473,10.78457916,18.9,86,48.24,0.12
4474,4.238799076,16,48.8,41.8,0.18
4475,4.123460133,16.2,46.5,40.2,0.07
4476,2.111269615,14.5,31.4,38.29,0.32
4477,12.13095238,22.2,69.8,35.36,0.18
4479,22.09885536,18,194.4,64.57,0.06
4480,16.56156564,22,100.7,63.16,1.63
4481,8.785145889,16.9,88.4,69.39,0.29
4483,25.17032967,21.8,149.5,47.54,0.1
4484,14.24686717,20.2,98.5,45.93,0.18
4488,0.178807947,10,7.7,34.44,0.62
4489,35.67830028,21.4,220,54.81,0.29
4491,26.85257002,22,158.6,53.78,0.45
4492,17.21409922,20.9,111.7,45.6,0.11
4493,3.931681682,16.1,45.7,42.65,0.66
4494,7.202906146,15.2,93.7,51.06,0.12
4495,71.66037736,30.2,234.7,46.97,0.02
4496,15.95119382,17.7,149.6,65.7,0.8
4497,1.323910788,13,26.5,41.21,0.94
4499,2.670972644,13.4,49,54.52,0.83
4501,18.75775194,21.5,115.3,43.69,0.16
4503,2.001270003,14.3,30.3,38.1,0.21
4504,3.149673203,15.4,39.6,40.99,0.19
4505,22.31873727,21,141.7,52.65,0.02
4506,2.917491824,13.5,52.7,62.54,1.15
4507,21.06665707,19.8,154.3,60.52,0.68
